COUNTRY,CITY,ZONE,ZONE_TYPE,ZONE_PRIORITIZATION,METRIC,L8W_ROLL,L7W_ROLL,L6W_ROLL,L5W_ROLL,L4W_ROLL,L3W_ROLL,L2W_ROLL,L1W_ROLL,L0W_ROLL
BR,Grande São Paulo,SP - SP - Campo Limpo/Capão,Non Wealthy,Prioritized,Lead Penetration,0.054293476,0.054506723,0.054537234,0.054262925,0.054658633,0.054597845,0.055418539,0.055905135,0.055052754
PE,Lima,San Juan de Lurigancho Centro,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.706452924,0.697601732,0.694149312,0.702755404,0.707278073,0.698948246,0.684765779,0.688679201,0.696105122
PE,Lima,San Juan de Lurigancho Centro,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.220036597,0.233153639,0.239857334,0.24317968,0.237752161,0.233173077,0.22711529,0.222222222,0.247833622
PE,Lima,Ate Norte,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.46186791,0.543030879,0.613323996,0.523263891,0.431381122,0.381704048,0.342180458,0.347797083,0.340818968
AR,Mendoza,GRAN_MENDOZA_SUR,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.126760563,0.106666667,0.164556962,0.192771084,0.215686275,0.20754717,0.176470588,0.166666667,0.203007519
CO,Bucaramanga,Cacique y Sur,Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.953780932,0.950551245,0.95190359,0.951542717,0.952839901,0.951796162,0.952606391,0.95244006,0.953689929
CO,Bucaramanga,Cacique y Sur,Wealthy,Prioritized,% PRO Users Who Breakeven,0.653554175,0.667574932,0.672751859,0.675033025,0.668410726,0.672773215,0.667892157,0.674786845,0.666467424
CO,Bucaramanga,Cacique y Sur,Wealthy,Prioritized,Turbo Adoption,0.353428664,0.35059761,0.354438335,0.350293845,0.342555176,0.348470363,0.339765236,0.34351762,0.342576173
MX,Pachuca,PCH Bosques-Universidad,Wealthy,Prioritized,Lead Penetration,0.100706553,0.102363565,0.104563338,0.108107636,0.113767549,0.118589593,0.122578924,0.12469677,0.124435813
MX,Zacatecas,ZAC Tres Cruces,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.565715002,0.564028017,0.559022348,0.564883251,0.553955762,0.556076535,0.548988774,0.538335317,0.557782873
PE,Lima,Miraflores,Wealthy,Prioritized,Perfect Orders,0.93652596,0.932702223,0.932956392,0.932007977,0.931567342,0.932306238,0.934529039,0.934512293,0.93294846
MX,Villahermosa,VSA_Centro,Wealthy,Prioritized,Perfect Orders,0.913110088,0.906953055,0.899985934,0.896491677,0.898900192,0.897193853,0.896736353,0.896560479,0.901143587
MX,Villahermosa,VSA_Centro,Wealthy,Prioritized,Restaurants SST > SS CVR,0.880317799,0.890300752,0.89256788,0.890871618,0.886369201,0.884572388,0.883697856,0.884774513,0.888112957
BR,Grande São Paulo,SP - SP - Vila Formosa/Carrao,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.703759411,0.714922772,0.705391807,0.700618383,0.696630084,0.679811199,0.688401992,0.677731647,0.67602287
BR,Grande São Paulo,SP - SP - Vila Formosa/Carrao,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.321478674,0.320913018,0.320825593,0.31497702,0.309962295,0.306883825,0.304841771,0.305266865,0.2983988
EC,Quito,Antiguo Aeropuerto,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.248370274,0.255483871,0.241555131,0.229579208,0.227657005,0.221090473,0.226822157,0.235921755,0.263013699
PE,Lima,Ventanilla Alta,Non Wealthy,Not Prioritized,Perfect Orders,0.682485051,0.661320645,0.630635963,0.688125538,0.746634859,0.773524694,0.783413593,0.745926829,0.733829241
MX,Rio Verde,RVE Rio Verde Centro,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.5,0.5,0.428571429,0,0.111111111,0.111111111,0,0.222222222,0.2
MX,Rio Verde,RVE Rio Verde Centro,Non Wealthy,Not Prioritized,Lead Penetration,0.010948905,0.010948905,0.010948905,0.010948905,0.010948905,0.010948905,0.010948905,0.010948905,0.010948905
EC,Ambato,Floresta,Non Wealthy,Not Prioritized,Perfect Orders,0.82074198,0.795227198,0.811215539,0.768107769,0.760782164,0.762736167,0.780074786,0.715373932,0.79275641
EC,Ambato,Floresta,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.355883838,0.356927663,0.343802892,0.233653281,0.129349004,0.060752475,0.03433938,0.018225787,0.009996011
EC,Ambato,Floresta,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.142857143,0.25,0.333333333,0,0,0,0,0.166666667,0.125
MX,Tuxtla Gutierrez,TUX Jardines,Wealthy,Prioritized,MLTV Top Verticals Adoption,0.144805179,0.141633048,0.139368197,0.140929045,0.146999426,0.152055595,0.160840003,0.164807307,0.159096768
MX,Tuxtla Gutierrez,TUX Jardines,Wealthy,Prioritized,% PRO Users Who Breakeven,0.301515152,0.330343797,0.33836858,0.35,0.358126722,0.364361702,0.352317881,0.346911958,0.349413299
BR,Curitiba,PR - CWB - Bigorrilho,Wealthy,Prioritized,MLTV Top Verticals Adoption,0.395821291,0.39189263,0.390713982,0.398612978,0.400455263,0.401623239,0.402764409,0.392031746,0.374401884
CL,Calama,Calama,Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.167863053,0.163991556,0.16449965,0.166265533,0.156145124,0.161084574,0.175359119,0.162572571,0.162206627
AR,Cordoba,CORDOBA_CERRO_ROSAS,Wealthy,Prioritized,Restaurants SS > ATC CVR,0.555941316,0.549288435,0.539596931,0.521688991,0.534695456,0.547360217,0.56278056,0.555522855,0.544718754
AR,Cordoba,CORDOBA_CERRO_ROSAS,Wealthy,Prioritized,MLTV Top Verticals Adoption,0.131400071,0.126292615,0.124726122,0.1271574,0.135877913,0.140592792,0.143986417,0.145767394,0.139618979
CO,Bogota,Bosa,Non Wealthy,Prioritized,Perfect Orders,0.834412709,0.833620207,0.842903578,0.821621793,0.822508521,0.829179493,0.836021363,0.844078256,0.83914307
CO,Bogota,Bosa,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.91395496,0.917675369,0.919118905,0.919022007,0.9191831,0.916402303,0.914515525,0.917163308,0.91545548
AR,San Miguel De Tucuman,Yerba Buena,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.236111111,0.229437229,0.275862069,0.27131783,0.302325581,0.278969957,0.243781095,0.231818182,0.265536723
MX,Chihuahua,CH_Centro,Non Wealthy,High Priority,Pro Adoption (Last Week Status),0.281831907,0.283844993,0.29233871,0.281885856,0.289363921,0.291906005,0.297939778,0.289430894,0.300498753
BR,Goiânia,GO - GYN - Jd. Novo Mundo,Wealthy,Not Prioritized,Perfect Orders,0.473562207,0.454913651,0.440109628,0.42925716,0.383459119,0.341311119,0.305848804,0.298568157,0.327947174
PE,Chimbote,Caceres aramayo,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.077906385,0.063466084,0.059058733,0.064628533,0.083657875,0.093596596,0.101595946,0.102438545,0.085069837
AR,Cordoba,Cordoba Cofico,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.38579795,0.373450037,0.392516508,0.386396527,0.384022425,0.394628099,0.423441734,0.434695245,0.432274789
AR,Cordoba,Cordoba Cofico,Non Wealthy,Prioritized,Lead Penetration,0.293352086,0.294603994,0.297061066,0.299663294,0.303441507,0.307536375,0.309242354,0.311263498,0.312934801
BR,Grande São Paulo,SP - SP - Vila Matilde/Penha,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.911013152,0.917208088,0.914316463,0.907586243,0.904935632,0.892728434,0.88563206,0.889103063,0.88929031
BR,Grande São Paulo,SP - SP - Vila Matilde/Penha,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.39652568,0.408210689,0.401983219,0.370870871,0.383487654,0.392857143,0.404362416,0.418181818,0.444555445
BR,Grande São Paulo,SP - SP - Vila Matilde/Penha,Non Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.106669399,0.112295348,0.128497566,0.144536852,0.126257135,0.116785682,0.088367954,0.081497453,0.076061556
BR,Campina Grande,Campina Grande MP,Non Wealthy,Not Prioritized,Perfect Orders,0.906256919,0.921465645,0.949355249,0.963542898,0.975213955,0.9816544,0.942635353,,0.91371379
MX,Aguascalientes,AGS_Centro,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.925835677,0.916023543,0.916111138,0.917887319,0.920316694,0.921994362,0.915913309,0.919726178,0.924334688
MX,Aguascalientes,AGS_Centro,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.113539411,0.113353218,0.112677746,0.114625894,0.112549027,0.113160236,0.116810023,0.117881888,0.115083538
MX,San Cristobal De Las Casas,San Cristobal de las casas,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.558702209,0.558413627,0.554914796,0.547187399,0.543617863,0.528269351,0.521799259,0.516907637,0.519754834
CO,Medellin,Itagui_y_la_estrella,Non Wealthy,High Priority,Restaurants SS > ATC CVR,0.601608874,0.590318936,0.584339441,0.584059634,0.57909212,0.600037566,0.603399446,0.609985005,0.608050148
BR,Curitiba,PR - CWB - Bacacheri/Santa Candida,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.368868372,0.406015213,0.398955375,0.382671065,0.376693813,0.376741338,0.379912554,0.369327315,0.37618737
BR,Curitiba,PR - CWB - Bacacheri/Santa Candida,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.479626881,0.447931724,0.40174142,0.406614244,0.385374434,0.417519103,0.426997847,0.437760689,0.428971542
AR,Cordoba,Nueva Cordoba,Non Wealthy,Prioritized,Perfect Orders,0.896507233,0.897965369,0.890843244,0.892238304,0.897836215,0.900736227,0.905726413,0.897078329,0.888312994
AR,Cordoba,Nueva Cordoba,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.287370104,0.270206022,0.279318542,0.291732284,0.287579114,0.282909931,0.278769465,0.280873494,0.304973822
CO,Manizales,Zona Villapilar,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.158730624,0.157078107,0.15433151,0.149875296,0.148008518,0.150571243,0.153327879,0.156881805,0.15637029
AR,Buenos Aires,PACHECO,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.135447219,0.131315474,0.125658492,0.129166167,0.134486308,0.138619215,0.141752102,0.137920893,0.131840929
BR,Florianopolis,SC - FLN - Ilha Norte,Non Wealthy,Not Prioritized,Perfect Orders,0.688550984,0.744055944,0.832400932,0.89044289,0.861601732,0.916277056,0.946709957,0.977142857,1
BR,Florianopolis,SC - FLN - Ilha Norte,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.668988797,0.704302088,0.727525955,0.786479072,0.655208383,0.612786378,0.575877193,0.625438597,0.518333333
BR,Florianopolis,SC - FLN - Ilha Norte,Non Wealthy,Not Prioritized,Lead Penetration,0.176118598,0.171368443,0.167414991,0.168226726,0.178244811,0.17753663,0.179158431,0.172888359,0.15747592
MX,Pachuca,PCH_Calera-Saucillo,Non Wealthy,Prioritized,Perfect Orders,0.914095201,0.920149222,0.913704073,0.909894528,0.900416074,0.903786741,0.900827835,0.898261977,0.884336331
MX,Saltillo,SAL_Centro,Wealthy,High Priority,Perfect Orders,0.935340473,0.934721136,0.931897467,0.924589986,0.926138034,0.931871442,0.937724667,0.940353611,0.940878336
MX,Saltillo,SAL_Centro,Wealthy,High Priority,% Restaurants Sessions With Optimal Assortment,0.955158199,0.963671684,0.965466055,0.966481414,0.967287932,0.967921049,0.967397411,0.96952719,0.970572073
CO,Pereira,SAMARIA_2_PEI,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.612797224,0.599073586,0.605216235,0.611829801,0.603919951,0.610496285,0.598685503,0.601653582,0.601728837
CO,Pereira,SAMARIA_2_PEI,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.26357268,0.267699115,0.260778568,0.262729124,0.260268402,0.258566978,0.275117739,0.274815103,0.294499784
MX,Chetumal,Chetumal,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.251750089,0.245976794,0.251273396,0.262462083,0.254170236,0.239509512,0.222348887,0.250979973,0.292655208
MX,Chetumal,Chetumal,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.712805208,0.700004798,0.689440774,0.682648548,0.676369905,0.670544259,0.668101261,0.663307494,0.655142143
MX,Chetumal,Chetumal,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.306818182,0.305799056,0.306318227,0.3,0.30453698,0.317381908,0.315836564,0.321718234,0.343336906
MX,Veracruz,VER_Centro,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.122381118,0.122647032,0.125859274,0.128133594,0.129887184,0.129666633,0.127464606,0.125391813,0.119438404
PE,Lima,Huaycan,Non Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.266878017,0.265617889,0.266282078,0.273563807,0.275834532,0.275177171,0.281594541,0.269423025,0.267610643
BR,Porto Alegre,RS - POA - Sul,Non Wealthy,Not Prioritized,Perfect Orders,0.811707364,0.816938479,0.837985688,0.856502915,0.860338338,0.874806436,0.854341154,0.809024443,0.767553951
MX,Aguascalientes,AGS_Jesus Maria,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.520067069,0.500952137,0.480075381,0.472044877,0.468219967,0.480232356,0.477262474,0.477908242,0.476628838
PE,Huancayo,Acocancha,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.405660377,0.451923077,0.481818182,0.495867769,0.476190476,0.504,0.519379845,0.507575758,0.465277778
MX,Ciudad De Mexico,Del Valle-Narvarte,Wealthy,Prioritized,Restaurants SST > SS CVR,0.922971625,0.928635299,0.930593957,0.928909397,0.926225726,0.927013965,0.926164252,0.926829354,0.927686846
MX,Ciudad De Mexico,Del Valle-Narvarte,Wealthy,Prioritized,% PRO Users Who Breakeven,0.471278709,0.47897913,0.484879007,0.486150654,0.486236798,0.482393203,0.484535834,0.483297934,0.476977568
MX,Ciudad Valles,VALL EMILIANO ZAPATA,Non Wealthy,Not Prioritized,Perfect Orders,0.688056589,0.512266979,0.447103818,0.474676908,0.486295228,0.522919828,0.550793948,0.565123479,0.649482034
MX,Ciudad Valles,VALL EMILIANO ZAPATA,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.595263995,0.6376633,0.647849103,0.666047001,0.667491651,0.647724181,0.640088289,0.627547277,0.697934331
BR,Rio De Janeiro,Rio das Pedras,Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.065523765,0.065110941,,,,,,0.126856554,0.077133075
BR,Santos,Vilao Sao Jorge,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.865520362,0.875521733,0.849310983,0.887961344,0.836742424,0.815138889,0.795555556,0.868333333,0.868888889
BR,Ribeirão Preto,SP - RAO - Sul,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0,0,0,0,0,0,0,0,0
BR,Ribeirão Preto,SP - RAO - Sul,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.808688321,0.832916744,0.846478631,0.847258986,0.837444811,0.83736425,0.837692844,0.84934402,0.853317718
BR,Ribeirão Preto,SP - RAO - Sul,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.411764706,0.378205128,0.373040752,0.399380805,0.392282958,0.415873016,0.383870968,0.408450704,0.433333333
BR,Fortaleza,ce_for_pici/joquei_c/parangaba,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.035195151,0.043705365,0.037740976,0.070896225,0.088944164,0.094825645,0.118657435,0.118837142,0.100103062
BR,Fortaleza,ce_for_pici/joquei_c/parangaba,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.486196446,0.442676523,0.420840506,0.457824572,0.489804131,0.483409294,0.494246275,0.455528748,0.458806058
CO,Chia,Cajicá,Wealthy,Prioritized,Perfect Orders,0.846478533,0.84781034,0.850673976,0.853018347,0.852779594,0.856855047,0.857885152,0.864626944,0.85476695
CO,Chia,Cajicá,Wealthy,Prioritized,Non-Pro PTC > OP,0.862084554,0.859888053,0.857783304,0.855326146,0.849546492,0.846736942,0.838383191,0.837225748,0.84418467
CO,Chia,Cajicá,Wealthy,Prioritized,% PRO Users Who Breakeven,0.572827417,0.568099638,0.584769539,0.587440382,0.586397786,0.592606854,0.588057445,0.587462463,0.582553351
EC,Quito,Forestal,Non Wealthy,Not Prioritized,Lead Penetration,0.012890991,0.013381114,0.013871238,0.014361362,0.014851485,0.014851485,0.014851485,0.012890991,0.01142062
MX,Valle De Bravo,VDB_Valle_De_Bravo,Wealthy,Prioritized,MLTV Top Verticals Adoption,0.165546987,0.167180134,0.167163888,0.178643474,0.188158758,0.186294197,0.18040098,0.172846666,0.158053505
MX,Valle De Bravo,VDB_Valle_De_Bravo,Wealthy,Prioritized,Lead Penetration,0.23902027,0.240387709,0.241071429,0.241071429,0.241071429,0.241071429,0.238336551,0.230665093,0.227918127
CO,Ibague,Mirolindo,Non Wealthy,Prioritized,Perfect Orders,0.902378239,0.901012578,0.895129212,0.890905812,0.898991871,0.899835601,0.889633333,0.893444678,0.895866409
CO,Ibague,Mirolindo,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.732978994,0.724563152,0.710117175,0.706061628,0.703311082,0.711468745,0.672162897,0.648782188,0.658259858
CO,Ibague,Mirolindo,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.851827776,0.854215042,0.865153713,0.868034636,0.867565273,0.864082631,0.860908918,0.847756891,0.864295091
BR,Grande São Paulo,SP - OSC - Baronesa/Jardim Elvira,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.467285012,0.439200699,0.441125594,0.426818287,0.447490583,0.443263146,0.402606315,0.377560054,0.357171819
BR,Grande São Paulo,SP - OSC - Baronesa/Jardim Elvira,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.205783208,0.195233918,0.207616959,0.202105263,0.205724573,0.213503043,0.201617769,0.192176727,0.17162144
MX,Tlaxcala,TLX San Gabriel Cuauhtla,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.879420486,0.876328623,0.874596955,0.869403173,0.869423931,0.87760395,0.892109331,0.890955908,0.891790349
MX,Tlaxcala,TLX San Gabriel Cuauhtla,Non Wealthy,Not Prioritized,Lead Penetration,0.077170667,0.078300201,0.076789527,0.076225917,0.075662307,0.076229768,0.077736587,0.079425912,0.079803187
CO,Cali,Lido Plametto,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.919563184,0.923636525,0.925530896,0.925700452,0.926791215,0.928599329,0.929433465,0.929851985,0.92945377
MX,Durango,Dgo_centro,Wealthy,Prioritized,MLTV Top Verticals Adoption,0.118621922,0.118526729,0.120581023,0.120638831,0.12095581,0.121134248,0.121577817,0.120992413,0.11916179
MX,Ciudad De Mexico,Tlalnepantla,Non Wealthy,High Priority,Non-Pro PTC > OP,0.729230471,0.728550782,0.726419551,0.725217341,0.722602688,0.716486242,0.712484428,0.70608062,0.712686219
CO,Barranquilla,Miramar y Alamedas,Wealthy,Prioritized,Restaurants SS > ATC CVR,0.65297908,0.637231653,0.632757967,0.639224213,0.642923568,0.649746614,0.642751572,0.638933793,0.639307413
CO,Barranquilla,Miramar y Alamedas,Wealthy,Prioritized,% PRO Users Who Breakeven,0.733739013,0.734145373,0.740404837,0.745440334,0.733461786,0.734422492,0.738891663,0.74432734,0.734666173
CO,Barranquilla,Miramar y Alamedas,Wealthy,Prioritized,Turbo Adoption,0.516094718,0.521085307,0.527184068,0.530272818,0.526330027,0.519792459,0.510574018,0.508786798,0.507656488
CO,Barranquilla,Miramar y Alamedas,Wealthy,Prioritized,Restaurants Markdowns / GMV,0.113285962,0.113244698,0.112574568,0.113396689,0.111824913,0.112569105,0.113812178,0.115006363,0.114998848
PE,Lima,San Borja,Wealthy,Prioritized,Restaurants SST > SS CVR,0.94436011,0.948393258,0.949639285,0.947947521,0.947811093,0.948377399,0.948427384,0.949923701,0.950411347
EC,Guayaquil,Buijo,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.544477476,0.527610416,0.559963518,0.592595575,0.582585021,0.596473588,0.596671109,0.56364357,0.528960176
EC,Guayaquil,Buijo,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.11161999,0.132906546,0.164942065,0.153608681,0.156956719,0.188669834,0.201063155,0.201242519,0.200135979
MX,Morelia,MOR_Villa_Tzipekua,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.322033898,0.324894515,0.34334764,0.360169492,0.31300813,0.325396825,0.337209302,0.31835206,0.334572491
BR,Recife,PE - REC - Estância/Jiquiá,Non Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.089515057,0.090485454,0.09961548,0.131258392,0.099608537,0.07573814,0.081066661,0.100555498,0.125651062
MX,Toluca,Tol_Metepec,Wealthy,Prioritized,MLTV Top Verticals Adoption,0.144490897,0.147231658,0.146898806,0.145396296,0.145795262,0.146163406,0.146158135,0.145791961,0.141121958
MX,Xalapa,Xalapa Bugambilias,Wealthy,Prioritized,Restaurants SS > ATC CVR,0.572426489,0.572003013,0.564249435,0.566080701,0.571199952,0.570787365,0.557050803,0.547388411,0.551326587
CO,Bello,Popular,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.429953832,0.398717388,0.395054947,0.428186035,0.444709905,0.450630811,0.472722352,0.391244939,0.387019231
CO,Bello,Popular,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.852566838,0.865782955,0.896970933,0.912026718,0.900293699,0.894622762,0.843687537,0.813121436,0.841039786
CO,Bello,Popular,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.063829787,0.11627907,0.125,0.170212766,0.162790698,0.069767442,0.113636364,0.108695652,0.108108108
EC,Santo Domingo,Bomboli,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.556851806,0.513494163,0.5130917,0.426257613,0.467938631,0.428121743,0.484631019,0.454430894,0.491111111
MX,San Miguel De Allende,SMA Centro,Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.659313629,0.668101319,0.671468594,0.68794636,0.690058136,0.675496102,0.609186416,0.624814804,0.62715152
EC,Guayaquil,Via a Daule,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.919991253,0.916290277,0.91968021,0.926066422,0.943195341,0.947591818,0.951901419,0.946971928,0.95385627
EC,Guayaquil,Via a Daule,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.680912183,0.65765314,0.702446946,0.716463269,0.741080555,0.755471155,0.737615277,0.657462768,0.657988497
EC,Guayaquil,Via a Daule,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.340909091,0.340909091,0.333333333,0.348837209,0.283950617,0.333333333,0.345238095,0.325581395,0.341176471
MX,Tecate,TCE Los Maestros,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.858320167,0.858475299,0.841948663,0.820974646,0.844472733,0.859515361,0.854096829,0.822793387,0.822972319
MX,Tecate,TCE Los Maestros,Non Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.097434384,0.089919714,0.099574707,0.086331738,0.091522077,0.114167025,0.12151829,0.125621368,0.116248748
MX,Tlaxcala,TLX Santa Cruz Tetela,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.482162166,0.473666251,0.469399503,0.534057497,0.563758009,0.551064344,0.505296079,0.49270297,0.493732929
MX,Tlaxcala,TLX Santa Cruz Tetela,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.030323428,0.027179614,0.03372444,0.038704246,0.048871766,0.054714567,0.058591526,0.065207238,0.063441465
EC,Quito,Eden del Valle,Non Wealthy,Not Prioritized,Perfect Orders,0.843882814,0.843612677,0.848468817,0.852738595,0.882224089,0.861534241,0.836554641,0.846784231,0.875512432
EC,Quito,Eden del Valle,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.857631422,0.864305289,0.864590746,0.854439815,0.847467805,0.844905114,0.8318212,0.823001636,0.822182705
EC,Quito,Eden del Valle,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.509596761,0.512298527,0.517559333,0.500761138,0.490816046,0.499175199,0.516503811,0.518680878,0.495743761
EC,Quito,Eden del Valle,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.914807904,0.928340687,0.93231392,0.932854713,0.924858872,0.919133802,0.909055973,0.914624075,0.918138075
EC,Quito,Eden del Valle,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.15625,0.158671587,0.15034965,0.132013201,0.13015873,0.128125,0.125,0.149206349,0.174904943
BR,Porto Alegre,RS - POA - Passo da Areia,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.261280873,0.275189482,0.290183146,0.30417201,0.303849882,0.301060149,0.299247587,0.298862335,0.297253342
BR,Porto Alegre,RS - POA - Passo da Areia,Non Wealthy,Not Prioritized,Lead Penetration,0.034016553,0.034767512,0.035518471,0.037015214,0.039003581,0.04024486,0.040989371,0.041237113,0.040246144
CO,Tulua,Tulua,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.365739917,0.380136551,0.362733044,0.372835768,0.381669678,0.397451919,0.400291963,0.39934811,0.397771919
CO,Tulua,Tulua,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.191517606,0.190036505,0.185430132,0.181313821,0.182275699,0.181613887,0.187014817,0.192301242,0.192384736
MX,Tuxpam,TUX_Santiago_de_La_Peña,Non Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.07777117,0.106959009,0.123461532,0.106683381,0.084676449,0.082086924,0.098507772,0.094662646,0.086250336
CO,Pereira,San Felipe,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,,,0,0,0,0.08,0.11,0.2775,0.435
MX,Uruapan,Uruapan,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.114135364,0.114048045,0.115316609,0.116941983,0.117637457,0.119651539,0.118902155,0.116020475,0.111507734
PE,Lima,Centro Lima,Wealthy,Prioritized,Perfect Orders,0.896440765,0.893162008,0.894913098,0.891724128,0.890858106,0.892930296,0.89293963,0.893879806,0.888163501
PE,Lima,Centro Lima,Wealthy,Prioritized,Restaurants SS > ATC CVR,0.595212981,0.587045545,0.585452986,0.587468654,0.591383524,0.59168895,0.593190087,0.590939757,0.588189422
PE,Lima,Centro Lima,Wealthy,Prioritized,Turbo Adoption,0.137303776,0.14226165,0.153054035,0.161255353,0.166458548,0.132229973,0.135506078,0.127275836,0.127667814
AR,La Plata,Plaza italia,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.784196207,0.778745717,0.761723975,0.752459301,0.763845239,0.769044509,0.765709907,0.758867539,0.76431127
AR,La Plata,Plaza italia,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.325256613,0.315664753,0.313777338,0.322568197,0.331265538,0.336777698,0.334085972,0.326306447,0.313990773
MX,Puebla,Centro_calvario,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.131715259,0.132008971,0.135495241,0.139580735,0.143735005,0.146939132,0.149335577,0.151293127,0.148093511
MX,Puebla,Centro_calvario,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.335472044,0.347022276,0.367726086,0.370929892,0.398655414,0.419350008,0.460515778,0.460968837,0.44955512
MX,Tijuana,TIJ_Insurgentes,Wealthy,Prioritized,MLTV Top Verticals Adoption,0.141480009,0.138774687,0.135081627,0.13053455,0.130270292,0.129601788,0.131402708,0.131194892,0.125484836
MX,Zacatecas,ZAC Mecanicos,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.873430723,0.869210015,0.860726767,0.861388304,0.869944273,0.876288983,0.884474556,0.879745009,0.87524133
